TV,Radio,Social Media,Influencer,Sales,Investimento,Rentabilidade
27000000.0,10333530.47,1130122.51,Macro,97612363.39,38463652.98,253.78
94000000.0,29344609.85,3436481.01,Mega,336372616.1,126781090.86,265.32
69000000.0,23290451.09,5671686.08,Mega,245979961.0,97962137.17,251.1
94000000.0,37097055.21,7596290.45,Nano,334643793.0,138693345.66,241.28
70000000.0,23808568.37,3766603.04,Micro,246494798.8,97575171.41,252.62
88000000.0,27461493.43,1524062.07,Macro,312142963.5,116985555.5,266.82
64000000.0,23081488.05,3056298.13,Macro,219568184.1,90137786.18,243.59
39000000.0,11782542.65,2956726.84,Micro,138375307.8,53739269.49,257.49
99000000.0,37732411.44,7724052.73,Macro,349048336.6,144456464.17,241.63
81000000.0,26425421.93,0.0,Macro,288649441.0,107425421.93,268.7
0.0,1287060.45,396178.73,Macro,56545292.63,1683239.19,3359.31
25000000.0,413849.39,0.0,Macro,92357091.94,25413849.39,363.41
94000000.0,30498156.94,8823311.93,Macro,331484093.5,133321468.87,248.64
73000000.0,25340208.89,0.0,Mega,258358968.7,98340208.89,262.72
36000000.0,8840112.51,962941.67,Nano,125387064.5,45803054.17,273.75
78000000.0,26406764.94,2475101.62,Macro,271026437.6,106881866.56,253.58
89000000.0,29682383.85,0.0,Macro,320264397.3,118682383.85,269.85
44000000.0,6313173.39,1310027.86,Macro,152831253.7,51623201.26,296.05
79000000.0,27883206.54,7467941.69,Nano,282748098.5,114351148.23,247.26
41000000.0,13142657.35,0.0,Nano,142626864.6,54142657.35,263.43
26000000.0,15266733.06,2205879.86,Macro,88967828.97,43472612.92,204.65
17000000.0,8197932.47,2119872.25,Mega,63253782.14,27317804.72,231.55
34000000.0,12660398.24,0.0,Mega,117114140.9,46660398.24,250.99
13000000.0,8077501.59,13230.15,Nano,48303751.12,21090731.74,229.03
98000000.0,0.0,6399729.57,Nano,345952838.4,104399729.57,331.37
12000000.0,3556576.56,360014.91,Micro,37243271.79,15916591.47,233.99
11000000.0,3785254.65,1569644.57,Micro,45552511.27,16354899.22,278.53
89000000.0,0.0,4535458.01,Micro,316725623.6,93535458.01,338.62
39000000.0,13221237.36,3660566.13,Micro,135773151.4,55881803.49,242.96
86000000.0,27148172.77,4409399.38,Nano,308393049.2,117557572.14,262.33
22000000.0,0.0,4132525.56,Macro,78031498.13,26132525.56,298.6
76000000.0,26192673.29,4127600.9,Macro,269603005.9,106320274.19,253.58
33000000.0,13365867.35,12138.36,Macro,116237496.7,46378005.71,250.63
12000000.0,0.0,1230026.17,Micro,50009210.16,13230026.17,378.0
83000000.0,28409153.38,4085216.07,Micro,292857168.0,115494369.45,253.57
37000000.0,10252916.21,865328.72,Nano,135530078.9,48118244.93,281.66
0.0,17007074.65,5199634.83,Macro,208816381.7,22206709.48,940.33
92000000.0,16703768.92,1888403.29,Macro,325513710.7,110592172.21,294.34
100000000.0,32920194.0,9904286.08,Nano,357124573.2,142824480.08,250.04
94000000.0,30372705.95,5946112.93,Mega,334089237.9,130318818.88,256.36
27000000.0,3438824.49,749518.79,Mega,97507958.79,31188343.28,312.64
53000000.0,19044503.25,2715095.72,Macro,191618040.2,74759598.97,256.31
73000000.0,28464597.6,5545684.41,Mega,256425225.8,107010282.01,239.63
78000000.0,26394070.08,3837369.88,Mega,279590638.7,108231439.96,258.33
59000000.0,25687286.52,6903109.25,Macro,209895653.8,91590395.77,229.17
44000000.0,15726339.81,5470316.63,Mega,159630944.1,65196656.44,244.85
82000000.0,33674695.31,8243045.07,Nano,290019847.8,123917740.38,234.04
47000000.0,14162324.38,4388114.52,Nano,170126187.2,65550438.9,259.53
22000000.0,3598474.28,4325620.53,Micro,78812571.66,29924094.81,263.37
78000000.0,24890282.94,3531093.27,Macro,277094071.3,106421376.21,260.37
15000000.0,9809647.26,2175099.22,Macro,51151737.12,26984746.48,189.56
78000000.0,36134779.32,6812528.94,Micro,275815412.6,120947308.26,228.05
63000000.0,19102043.33,4773049.7,Micro,225791715.0,86875093.03,259.9
45000000.0,12227399.61,1306053.84,Nano,162303906.3,58533453.45,277.28
31000000.0,8843924.65,104810.86,Micro,111127748.8,39948735.51,278.18
23000000.0,2201752.45,376547.89,Nano,80454435.19,25578300.34,314.54
19000000.0,4894410.73,147196.03,Macro,69990706.66,24041606.76,291.12
40000000.0,11907892.51,1958036.19,Nano,138676997.9,53865928.7,257.45
35000000.0,5392624.29,20639.98,Macro,118501156.7,40413264.26,293.22
63000000.0,20774681.72,6259153.29,Micro,229090323.7,90033835.0,254.45
78000000.0,23809591.39,1915047.09,Nano,276919062.6,103724638.48,266.98
91000000.0,22276713.74,3290079.82,Mega,322667765.2,116566793.56,276.81
44000000.0,16609314.02,5159066.63,Mega,157490072.0,65768380.65,239.46
16000000.0,12251357.62,1463118.17,Mega,56815336.61,29714475.79,191.2
40000000.0,12708406.3,5838251.91,Nano,139792394.0,58546658.21,238.77
60000000.0,21438889.57,3147751.4,Nano,212169118.9,84586640.97,250.83
49000000.0,16319036.68,463311.51,Micro,177502550.9,65782348.19,269.83
71000000.0,26023949.36,3116428.48,Mega,253986109.9,100140377.84,253.63
59000000.0,21272912.11,3385121.46,Nano,215905482.3,83658033.56,258.08
92000000.0,33295859.58,1229454.17,Macro,327653643.9,126525313.75,258.96
60000000.0,19015587.16,5895165.28,Mega,214457613.8,84910752.44,252.57
28000000.0,10932008.57,1867646.11,Nano,97200552.86,40799654.69,238.24
29000000.0,9197032.33,3246667.73,Micro,99109336.61,41443700.06,239.14
97000000.0,31707010.11,4365166.69,Nano,347154759.9,133072176.8,260.88
11000000.0,9398839.22,3206508.47,Mega,41351230.45,23605347.7,175.18
49000000.0,13761983.17,2502653.02,Nano,173155091.2,65264636.19,265.31
38000000.0,4338843.04,28073.25,Mega,139834364.6,42366916.29,330.06
18000000.0,12384478.14,1637157.5,Nano,65125304.0,32021635.64,203.38
42000000.0,10019034.72,191093.71,Nano,152949602.9,52210128.43,292.95
76000000.0,32319263.72,6494517.86,Mega,270637851.1,114813781.58,235.72
86000000.0,29919627.03,6312903.0,Mega,303609646.5,122232530.03,248.39
70000000.0,30473887.38,5704360.37,Nano,248051482.9,106178247.75,233.62
69000000.0,24362460.64,5463176.01,Macro,239732893.2,98825636.65,242.58
47000000.0,14595169.94,573235.81,Nano,162147953.7,62168405.75,260.82
46000000.0,17874831.66,3918941.94,Micro,167533225.9,67793773.59,247.12
98000000.0,33555674.4,5401715.33,Micro,343704706.9,136957389.73,250.96
63000000.0,18317213.05,5106410.11,Mega,222453808.7,86423623.16,257.4
66000000.0,15810076.71,495169.72,Mega,229558251.2,82305246.43,278.91
76000000.0,21430250.18,3608351.35,Nano,269037326.1,101038601.53,266.27
12000000.0,12848279.76,2810375.34,Nano,42651522.05,27658655.1,154.21
75000000.0,38271431.99,8586450.25,Micro,263523812.7,121857882.24,216.26
85000000.0,25241817.07,5969538.04,Nano,296248599.6,116211355.11,254.92
12000000.0,3188668.31,276135.88,Nano,46848598.82,15464804.19,302.94
90000000.0,33511775.1,4663526.78,Macro,322469755.6,128175301.88,251.58
88000000.0,35455190.9,4091396.62,Macro,312310769.8,127546587.52,244.86
35000000.0,18814726.52,3041468.75,Mega,123952141.1,56856195.27,218.01
89000000.0,26118061.08,4020019.11,Nano,320588295.4,119138080.19,269.09
54000000.0,22450015.05,3389499.57,Nano,188828644.5,79839514.62,236.51
16000000.0,1095054.7,1784711.66,Mega,55334172.57,18879766.35,293.09
98000000.0,32079094.39,4158338.82,Mega,342652228.2,134237433.21,255.26
23000000.0,7989787.36,508955.06,Mega,84707338.43,31498742.42,268.92
93000000.0,33747426.61,2798053.24,Mega,333077369.7,129545479.85,257.11
52000000.0,17452880.44,3909853.58,Nano,188116376.2,73362734.02,256.42
27000000.0,8301393.1,297735.66,Mega,98161922.05,35599128.76,275.74
13000000.0,5358821.72,3103557.14,Nano,47508140.92,21462378.86,221.36
83000000.0,21936012.48,4436259.64,Micro,294493335.3,109372272.12,269.26
66000000.0,21578233.48,8874237.65,Macro,231994292.6,96452471.13,240.53
19000000.0,7789507.23,4067821.99,Macro,62079524.5,30857329.22,201.18
85000000.0,23773461.22,4542661.03,Mega,304904215.2,113316122.25,269.07
63000000.0,19719066.24,5481915.24,Nano,220706129.9,88200981.48,250.23
62000000.0,25079081.12,5066101.23,Nano,225469526.0,92145182.35,244.69
45000000.0,15537328.96,125813.21,Mega,157687298.1,60663142.17,259.94
23000000.0,6621635.32,113631.17,Mega,79939986.62,29735266.5,268.84
50000000.0,11363987.01,2321295.86,Mega,185310292.7,63685282.87,290.98
60000000.0,19499956.48,4912336.17,Macro,216268156.7,84412292.65,256.2
25000000.0,13004551.49,5277124.39,Micro,91959545.27,43281675.88,212.47
31000000.0,12225965.91,397207.28,Macro,111143106.2,43623173.19,254.78
77000000.0,21031965.36,1867288.13,Micro,275388673.4,99899253.49,275.67
27000000.0,9235845.66,2963209.49,Nano,93351759.41,39199055.14,238.15
77000000.0,25583439.65,3870991.9,Macro,276083897.8,106454431.55,259.34
95000000.0,25546367.69,1963490.08,Micro,333368254.7,122509857.77,272.12
48000000.0,25377231.03,3997027.88,Micro,172885459.2,77374258.91,223.44
14000000.0,4643175.73,637375.79,Micro,53974614.93,19280551.52,279.94
24000000.0,4014313.14,1258968.77,Macro,91496568.96,29273281.91,312.56
65000000.0,23290310.05,7389827.73,Mega,229196974.2,95680137.78,239.54
35000000.0,9531452.19,103503.55,Nano,125339341.5,44634955.74,280.81
86000000.0,24293203.14,8041212.3,Micro,306606587.5,118334415.44,259.1
48000000.0,14418753.28,3117413.54,Nano,170283315.9,65536166.82,259.83
59000000.0,19340864.31,1602340.51,Micro,210571770.3,79943204.82,263.4
88000000.0,26300656.56,4204039.95,Nano,314180547.2,118504696.51,265.12
78000000.0,23322451.21,3866739.53,Mega,280831623.9,105189190.74,266.98
79000000.0,31057408.64,3806952.76,Micro,286677508.0,113864361.4,251.77
22000000.0,1060644.4,1093882.34,Macro,73093185.96,24154526.74,302.61
46000000.0,17613330.15,3480429.69,Macro,160615090.5,67093759.84,239.39
83000000.0,23778982.68,2930681.19,Micro,295491527.1,109709663.87,269.34
26000000.0,12105376.18,4007434.7,Macro,94002455.12,42112810.88,223.22
34000000.0,2089999.92,217752.12,Nano,123121926.1,36307752.03,339.11
50000000.0,3497200.3,3337071.45,Nano,174745032.6,56834271.75,307.46
79000000.0,19155844.06,14711.85,Macro,281592889.8,98170555.91,286.84
75000000.0,25271944.02,7717105.3,Nano,267803609.7,107989049.32,247.99
32000000.0,13457460.31,917656.12,Mega,116783844.4,46375116.43,251.82
29000000.0,9487993.61,250432.85,Micro,105776707.9,38738426.46,273.05
96000000.0,36723077.45,3950392.59,Nano,343087746.5,136673470.04,251.03
74000000.0,27963295.39,2837584.96,Nano,258375426.5,104800880.35,246.54
49000000.0,20265857.23,3446132.6,Micro,171856667.5,72711989.83,236.35
34000000.0,16856782.93,3886005.26,Mega,118916383.6,54742788.19,217.23
37000000.0,12228716.01,1749290.11,Mega,129014838.8,50978006.12,253.08
37000000.0,8823525.1,3405839.49,Mega,132549614.6,49229364.59,269.25
59000000.0,15292050.06,3340436.21,Macro,208274451.6,77632486.27,268.28
48000000.0,14115617.05,3328378.36,Mega,175546158.1,65443995.41,268.24
80000000.0,24554634.81,4832325.8,Micro,285596232.9,109386960.61,261.09
28000000.0,5313706.47,2473598.79,Nano,91497528.91,35787305.26,255.67
64000000.0,25528282.52,3140870.04,Nano,226276965.0,92669152.56,244.18
50000000.0,21174804.21,4486404.53,Macro,180319536.5,75661208.74,238.32
46000000.0,18548421.27,2455582.94,Nano,164756203.4,67004004.21,245.89
86000000.0,24786244.04,6349962.29,Mega,309204327.4,117136206.33,263.97
69000000.0,29594402.06,8243715.01,Nano,246091519.0,106838117.07,230.34
85000000.0,29501022.23,2518222.11,Mega,300558445.8,117019244.34,256.85
52000000.0,9837592.49,2080182.17,Macro,183711874.4,63917774.67,287.42
54000000.0,17443045.27,5549219.53,Nano,191003473.3,76992264.8,248.08
17000000.0,2249203.81,395150.25,Nano,61865308.32,19644354.06,314.93
93000000.0,26502816.49,3537618.61,Mega,331647858.8,123040435.1,269.54
85000000.0,24483979.16,5918985.62,Micro,297056490.9,115402964.78,257.41
21000000.0,1505943.32,2438904.19,Mega,73873419.75,24944847.5,296.15
88000000.0,37969296.95,4739682.16,Macro,314311367.0,130708979.11,240.47
75000000.0,29484234.7,7237783.97,Nano,268799782.2,111722018.67,240.6
38000000.0,3046308.75,1743629.42,Macro,132326037.8,42789938.17,309.25
95000000.0,36365701.98,1944664.9,Macro,339115278.0,133310366.88,254.38
46000000.0,25281999.38,2798757.51,Mega,163639621.4,74080756.89,220.89
75000000.0,26075498.62,5143706.42,Mega,269444993.9,106219205.04,253.67
64000000.0,10930899.31,3085375.07,Mega,225064054.8,78016274.38,288.48
35000000.0,8978475.95,53626.99,Nano,125328924.3,44032102.94,284.63
30000000.0,6122317.86,2606806.5,Mega,104524680.7,38729124.36,269.89
86000000.0,27738005.83,5293540.41,Macro,307893331.8,119031546.23,258.67
79000000.0,23183452.95,762159.97,Nano,282710854.6,102945612.92,274.62
16000000.0,16924171.11,6447476.35,Nano,54654665.18,39371647.46,138.82
63000000.0,22816075.13,4717042.12,Nano,228424130.5,90533117.25,252.31
78000000.0,22768109.31,2964101.68,Micro,277399330.7,103732210.99,267.42
24000000.0,12794484.47,3973163.0,Nano,86229255.33,40767647.47,211.51
34000000.0,14445354.54,1270283.97,Nano,124595707.0,49715638.51,250.62
36000000.0,14758679.75,807413.06,Micro,125073686.5,51566092.81,242.55
64000000.0,17617141.44,5116676.9,Micro,228542470.5,86733818.34,263.5
79000000.0,37379036.65,4767527.24,Macro,281114792.5,121146563.89,232.05
11000000.0,7228354.41,5250181.85,Micro,46529697.38,23478536.26,198.18
22000000.0,5120816.81,2205299.71,Micro,74741604.02,29326116.52,254.86
46000000.0,3159829.94,4261809.69,Nano,161182954.7,53421639.62,301.72
49000000.0,15445522.56,62410.12,Mega,174556761.0,64507932.68,270.6
39000000.0,8437964.5,2926366.89,Mega,141590086.8,50364331.39,281.13
38000000.0,857280.64,218739.35,Nano,137697369.0,39076020.0,352.38
23000000.0,4037914.2,2876505.55,Micro,78651461.56,29914419.75,262.92
17000000.0,8482697.91,946148.45,Nano,58925323.01,26428846.36,222.96
57000000.0,17509373.76,3912910.49,Macro,204453380.6,78422284.25,260.71
24000000.0,8822604.64,388314.59,Mega,86786026.38,33210919.23,261.32
38000000.0,13973811.57,2937255.5,Nano,133387626.9,54911067.07,242.92
55000000.0,13236751.42,603918.27,Mega,199131696.5,68840669.69,289.26
84000000.0,27933523.43,3978525.88,Macro,300567830.7,115912049.31,259.31
